Run;JS;WASM;
164;43.60000000000582;43.59999999999127;
165;44;43.60000000000582;
166;43.69999999999709;43.39999999999418;
167;44;43.19999999999709;
168;43.69999999999709;42.90000000000873;
169;43.69999999999709;42.5;
170;48.80000000000291;42.89999999999418;
171;46.19999999999709;43.40000000000873;
172;43.60000000000582;43.19999999999709;
173;44.09999999999127;43.10000000000582;
174;43.90000000000873;43.29999999998836;
175;44.19999999999709;43.39999999999418;
176;43.69999999999709;43.69999999999709;
177;43.39999999999418;43.60000000000582;
178;43.5;43.60000000000582;
179;43.69999999999709;43.5;
180;43.5;43.59999999999127;
181;44;43.60000000000582;
182;43.5;42.79999999998836;
183;43.79999999998836;43.10000000000582;
184;44.5;42.90000000000873;
185;44.29999999998836;43;
186;43.60000000000582;42.80000000000291;
187;43.80000000000291;43.10000000000582;
188;43.29999999998836;43;
189;43.80000000000291;43.60000000000582;
190;43.70000000001164;43.89999999999418;
191;44.80000000000291;43.19999999999709;
192;43.80000000000291;43.79999999998836;
193;43.90000000000873;43.79999999998836;
194;43.5;43.80000000000291;
195;44.5;43.80000000000291;
196;43.79999999998836;43.80000000000291;
197;44.19999999999709;44.19999999999709;
198;44.69999999999709;44.10000000000582;
199;44.19999999999709;43.80000000000291;
200;43.90000000000873;44.30000000000291;
201;43.59999999999127;44.5;
202;43.60000000000582;44.09999999999127;
203;44;44.10000000000582;
204;43.5;43.89999999999418;
205;43.60000000000582;43.59999999999127;
206;44.29999999998836;43.80000000000291;
207;44.5;43.80000000000291;
208;44.89999999999418;43.5;
209;46.10000000000582;43.69999999999709;
210;45.5;43.5;
211;45.90000000000873;43.89999999999418;
212;43.5;44.30000000000291;
213;43.80000000000291;43.69999999999709;
214;44.19999999999709;43.89999999999418;
215;43.60000000000582;43.80000000000291;
216;43.90000000000873;43.39999999999418;
217;44;43.5;
218;43.69999999999709;44.80000000000291;
219;43.60000000000582;44.30000000000291;
220;43.69999999999709;43.5;
221;45.69999999999709;43.69999999999709;
222;46.30000000000291;43.39999999999418;
223;46.19999999999709;43.39999999999418;
224;44.80000000000291;43.19999999999709;
225;44.89999999999418;43.30000000000291;
226;45.40000000000873;42.89999999999418;
227;44;43.79999999998836;
228;43.89999999999418;45.39999999999418;
229;44;45.29999999998836;
230;43.5;42.5;
231;43.80000000000291;43;
232;43.39999999999418;43.10000000000582;
233;44;42.69999999999709;
234;43.5;42.5;
235;43.40000000000873;42.39999999999418;
236;43.90000000000873;42.89999999999418;
237;43.60000000000582;42.5;
238;43.69999999999709;42.89999999999418;
239;43.69999999999709;43.10000000000582;
240;44.70000000001164;42.89999999999418;
241;43.39999999999418;42.30000000000291;
242;43.90000000000873;42.30000000000291;
243;43.5;42.80000000000291;
244;44.80000000000291;42.19999999999709;
245;43.69999999999709;42.39999999999418;
246;44.19999999999709;42.80000000000291;
247;44.70000000001164;43.29999999998836;
248;43.80000000000291;43;
249;44;43;
250;44.39999999999418;43;
251;44.19999999999709;42.69999999999709;
252;43.80000000000291;42.5;
253;44;43.69999999999709;
254;44.69999999999709;42.69999999999709;
255;44.39999999999418;42.80000000000291;
256;44;42.09999999999127;
257;44;42.89999999999418;
258;44.39999999999418;42.69999999999709;
259;43.79999999998836;42.90000000000873;
260;43.69999999999709;43.59999999999127;
261;45;43.30000000000291;
262;44.10000000000582;42.60000000000582;
263;44;43.20000000001164;
264;44.10000000000582;43;
265;44.10000000000582;42.89999999999418;
266;44.60000000000582;43.30000000000291;
267;44.20000000001164;43.29999999998836;
268;45;43;
269;44.40000000000873;42.69999999999709;
270;44;42.80000000000291;
271;44.5;43.09999999999127;
272;44.39999999999418;43.5;
273;44.40000000000873;42.79999999998836;
274;43.69999999999709;43.10000000000582;
275;44.10000000000582;43.59999999999127;
276;44.5;43.40000000000873;
277;43.89999999999418;43.80000000000291;
278;44.5;43.10000000000582;
279;43.59999999999127;46.10000000000582;
280;45.10000000000582;44.19999999999709;
281;50.30000000000291;49.30000000000291;
282;59.5;44.30000000000291;
283;45.30000000000291;45.69999999999709;
284;43.69999999999709;43.40000000000873;
285;44.60000000000582;43.5;
286;44.29999999998836;43.80000000000291;
287;44.30000000000291;44.09999999999127;
288;44.10000000000582;46.60000000000582;
289;44.30000000000291;46.60000000000582;
290;44.39999999999418;45.30000000000291;
291;44.19999999999709;43.5;
292;44;43.19999999999709;
293;44.19999999999709;42.60000000000582;
294;43.80000000000291;43;
295;44.5;42.89999999999418;
296;43.90000000000873;42.79999999998836;
297;43.89999999999418;42.80000000000291;
298;43.89999999999418;42.90000000000873;
299;43.89999999999418;43.10000000000582;
300;43.5;43.19999999999709;
301;43.10000000000582;43.39999999999418;
302;44.30000000000291;44.5;
303;44.09999999999127;43.60000000000582;
304;44;43.59999999999127;
305;43.5;43.69999999999709;
306;45;43.90000000000873;
307;44.39999999999418;43.90000000000873;
308;43.90000000000873;44.19999999999709;
309;43.70000000001164;44;
310;44.19999999999709;43.80000000000291;
311;44;44.19999999999709;
312;43.90000000000873;44.30000000000291;
313;44.20000000001164;44.39999999999418;
314;43.90000000000873;44;
315;44.39999999999418;43.80000000000291;
316;44.39999999999418;43.80000000000291;
317;43.79999999998836;43.30000000000291;
318;43.69999999999709;43.30000000000291;
319;45;43;
320;44.19999999999709;43.5;
321;43.89999999999418;43.69999999999709;
322;44.19999999999709;43.69999999999709;
323;43.79999999998836;43.40000000000873;
324;44.09999999999127;43.39999999999418;
325;43.80000000000291;43.69999999999709;
326;44.30000000000291;43.69999999999709;
327;44.5;43.80000000000291;
328;44.29999999998836;43.30000000000291;
329;43.89999999999418;43.90000000000873;
330;43.80000000000291;43.30000000000291;
331;44.20000000001164;43.39999999999418;
332;43.90000000000873;42.89999999999418;
333;43.90000000000873;43.39999999999418;
334;43.30000000000291;43.39999999999418;
335;43.59999999999127;43.60000000000582;
336;43.69999999999709;43.89999999999418;
337;43.69999999999709;43.89999999999418;
338;43.90000000000873;43.5;
339;43.80000000000291;43.30000000000291;
340;44.09999999999127;43.30000000000291;
341;44.39999999999418;43.5;
342;43.80000000000291;43.10000000000582;
343;44.40000000000873;44.09999999999127;
344;43.70000000001164;43.39999999999418;
345;44.5;43.09999999999127;
346;43.40000000000873;43;
347;44.20000000001164;43.79999999998836;
348;43.5;43.60000000000582;
349;43.80000000000291;44.19999999999709;
350;43.89999999999418;44.20000000001164;
351;44;44.10000000000582;
352;43.80000000000291;43.69999999999709;
353;44.60000000000582;43.69999999999709;
354;43.89999999999418;43.80000000000291;
355;44.5;44;
356;44;44.10000000000582;
357;44.19999999999709;44;
358;44;44.20000000001164;
359;44.19999999999709;44.60000000000582;
360;43.5;44.30000000000291;

