Run;JS;WASM;
213;58.20000000001164;42.09999999997672;
214;57.90000000002328;42.59999999997672;
215;58.100000000034925;42.29999999998836;
216;57.90000000002328;41.899999999965075;
217;61.199999999953434;42.5;
218;57.5;42.100000000034925;
219;58.20000000001164;41.399999999965075;
220;58.70000000001164;41.600000000034925;
221;58.20000000001164;41.59999999997672;
222;59.100000000034925;41.899999999965075;
223;61.800000000046566;41.5;
224;58;42.09999999997672;
225;58.399999999965075;41.600000000034925;
226;58.399999999965075;41;
227;58.699999999953434;41.70000000001164;
228;57.59999999997672;41.40000000002328;
229;57.40000000002328;41.59999999997672;
230;57.600000000034925;41.5;
231;62.100000000034925;41.79999999998836;
232;57.70000000001164;41.600000000034925;
233;58;41.79999999998836;
234;57.09999999997672;42.20000000001164;
235;58.70000000001164;42.09999999997672;
236;60.70000000001164;41.90000000002328;
237;70.20000000001164;41.59999999997672;
238;60.600000000034925;41.5;
239;57.800000000046566;41.79999999998836;
240;57.699999999953434;41.600000000034925;
241;57.90000000002328;41.899999999965075;
242;69.79999999998836;41.100000000034925;
243;64.09999999997672;41.100000000034925;
244;57.59999999997672;41;
245;57.899999999965075;41.600000000034925;
246;57.40000000002328;41.20000000001164;
247;66.30000000004657;42.09999999997672;
248;65.10000000003492;42.09999999997672;
249;58.399999999965075;41.90000000002328;
250;59;42.29999999998836;
251;62.20000000001164;42.20000000001164;
252;57.29999999998836;42.300000000046566;
253;57.40000000002328;42.5;
254;57.90000000002328;42.5;
255;58;41.79999999998836;
256;57.399999999965075;42.20000000001164;
257;58.20000000001164;42.20000000001164;
258;58.09999999997672;41.90000000002328;
259;57.899999999965075;41.90000000002328;
260;60.90000000002328;42.199999999953434;
261;57.899999999965075;42.20000000001164;
262;57.90000000002328;42.29999999998836;
263;58.29999999998836;42.20000000001164;
264;57.90000000002328;41.5;
265;57.40000000002328;42.29999999998836;
266;57.70000000001164;42;
267;58.09999999997672;42.20000000001164;
268;58.199999999953434;42.5;
269;58;42.600000000034925;
270;57.90000000002328;42.5;
271;57.90000000002328;42.5;
272;60.90000000002328;42.20000000001164;
273;63.5;42.09999999997672;
274;57.59999999997672;43;
275;58;42.399999999965075;
276;61.70000000001164;42.20000000001164;
277;58.100000000034925;42.29999999998836;
278;58;42.399999999965075;
279;58.29999999998836;42.70000000001164;
280;65.79999999998836;42.5;
281;58.09999999997672;42.20000000001164;
282;57.29999999998836;42.29999999998836;
283;57.5;42.29999999998836;
284;57.600000000034925;41.699999999953434;
285;58.09999999997672;42.29999999998836;
286;57.800000000046566;41.79999999998836;
287;57;42.199999999953434;
288;58.09999999997672;42.5;
289;57.40000000002328;42.5;
290;57.40000000002328;42.699999999953434;
291;58.5;42.29999999998836;
292;66.40000000002328;42.70000000001164;
293;57.70000000001164;42.399999999965075;
294;57.399999999965075;42.20000000001164;
295;57.29999999998836;42.20000000001164;
296;57.699999999953434;42.5;
297;58.399999999965075;42;
298;58.300000000046566;42.399999999965075;
299;57.90000000002328;42.5;
300;57.79999999998836;42.29999999998836;
301;57.40000000002328;42.5;
302;58.199999999953434;42.40000000002328;
303;57.79999999998836;42.300000000046566;
304;57.899999999965075;42.5;
305;57.899999999965075;42.399999999965075;
306;58.100000000034925;42.699999999953434;
307;61;42.59999999997672;
308;59.5;42.70000000001164;
309;57.79999999998836;42.40000000002328;
310;58.5;43;
311;61.100000000034925;42.70000000001164;
312;58.5;43.59999999997672;
313;57.90000000002328;43.40000000002328;
314;58.5;43.100000000034925;
315;57.70000000001164;42.699999999953434;
316;58;42.699999999953434;
317;59.899999999965075;42.70000000001164;
318;57.70000000001164;42.29999999998836;
319;60.5;42.600000000034925;
320;59.800000000046566;42.199999999953434;
321;58.600000000034925;42.29999999998836;
322;57.70000000001164;43.20000000001164;
323;57.70000000001164;44.29999999998836;
324;60.70000000001164;41.90000000002328;
325;58.09999999997672;41.90000000002328;
326;68.80000000004657;43;
327;58.399999999965075;42.600000000034925;
328;58.29999999998836;42.5;
329;58.100000000034925;42.20000000001164;
330;57.5;42.600000000034925;
331;70.5;43;
332;62.20000000001164;42.600000000034925;
333;61.199999999953434;42;
334;58.199999999953434;42.20000000001164;
335;61.20000000001164;41.90000000002328;
336;58.5;41.79999999998836;
337;61.20000000001164;42.40000000002328;
338;57.800000000046566;42.699999999953434;
339;58.100000000034925;42.5;
340;57.899999999965075;42.600000000034925;
341;58.29999999998836;42.70000000001164;
342;58.20000000001164;42.79999999998836;
343;57.899999999965075;43.20000000001164;
344;61.300000000046566;43.199999999953434;
345;58.5;43.20000000001164;
346;60.09999999997672;42.40000000002328;
347;58.59999999997672;42.600000000034925;
348;58.09999999997672;42.300000000046566;
349;58.79999999998836;42.5;
350;73.10000000003492;42.5;
351;63.20000000001164;43.79999999998836;
352;61.699999999953434;43.5;
353;59.79999999998836;43;
354;58.09999999997672;42.70000000001164;
355;58;42.90000000002328;
356;58.100000000034925;43;
357;57.800000000046566;42.699999999953434;
358;58.699999999953434;42.5;
359;58;44.29999999998836;
360;58.5;43.899999999965075;
